"title","director","release_year","runtime","subtitle","description","genres","female_protagonist","lgbtq_protagonist","white_protagonist","political/social_or_moral_topic","experimental","cast","watched","avg_rating","X0.5","X1","X1.5","X2","X2.5","X3","X3.5","X4","X4.5","X5","fans","liked","total_ratings","polarization"
"The Big Family: The Movie","Maurício Farias",2007,104,"","Public functionary and family man Lineu and his beloved wife Nenê celebrate the 40th anniversary of their first date. In the present day, Lineu feels uncomfortable when colleague Pacheco dies and goes to the doctor for an examination. When the result of his tomography arrives, Lineu steals the document, afraid of having a tumor, but he believes he will die sooner. Meanwhile, Nenê meets Lineu’s old rival Carlinhos, who manages the local market, and invites him to dinner.","Comedy---Family","No","Unknown","Unknown","No","No","Marco Nanini---Marieta Severo---Pedro Cardoso---Andréa Beltrão---Guta Stresser---Lúcio Mauro Filho---Tonico Pereira---Marcos Oliveira---Dira Paes---Paulo Betti---Wagner Santisteban---Keli Freitas---Gillray Coutinho---Celso Bernini---Rui Rezende---Fábio Lago---Zéu Britto---Mary Sheila---Bia Junqueira---Luciene Martes---Chico Terrah",6711,3.2,48,115,115,389,335,878,341,391,54,344,21,609,3010,2.01550456390684
"Painter","Paul McCarthy",1995,50,"","In Painter, the mythology of the artist as hero is attacked in a grotesque, parodic performance that unambiguously points to the abstract expressionists. Performing as the painter, McCarthy undermines pre-packaged ideas about the creative process by turning it into an absurdist soap-opera.","","No","Unknown","Yes","Satire on the heroic artist and art world commercialization","Yes","",509,3.5,5,6,9,12,13,27,28,38,15,60,3,156,213,2.03483671263663
"Vampyros Lesbos","Jesús Franco",1971,89,"A Psycho-Sexadelic Horror Freakout!","An erotic horror tale about a vixen vampiress seducing and killing women to appease her insatiable thirst for female blood.","","Yes","Yes","Yes","No","Yes","Soledad Miranda---Ewa Strömberg---Dennis Price---Paul Müller---Heidrun Kussin---José Martínez Blanco---Michael Berling---Andrea Montchal---Jesús Franco---Beni Cardoso",20379,3.2,213,449,493,1330,1520,3249,2345,2432,669,964,94,5343,13664,2.05400066424126
"Bukowski: Born Into This","John Dullaghan",2003,115,"","Director John Dullaghan’s biographical documentary about infamous poet Charles Bukowski, Bukowski: Born Into This, is as much a touching portrait of the author as it is an exposé of his sordid lifestyle. Interspersed between ample vintage footage of Bukowski’s poetry readings are interviews with the poet’s fans including such legendary figures such as Lawrence Ferlinghetti, Joyce Fante (wife of John), Bono, and Harry Dean Stanton. Filmed in grainy black and white by Bukowski’s friend, Taylor Hackford, due to lack of funding, the old films edited into this movie paint Bukowski’s life of boozing and brawling romantically, securing Bukowski’s legendary status. ×","","No","No","Yes","No","No","Charles Bukowski---Harry Dean Stanton---Sean Penn---Bono---Linda Bukowski---Pam Miller---Taylor Hackford---Barbet Schroeder---Tom Waits---Michael D. Meloan---Marina Bukowski---Neeli Cherkovski---Joyce Fante---FrancEyE",4377,3.8,3,8,6,70,73,393,538,831,212,268,3,820,2402,1.70897732923193
"Two Times You","Salomón Askenazi",2018,95,"","A unique relationship between two women that transcends time and space.","Drama---Fantasy","Yes","No","Unknown","No","Yes","Melissa Barrera---Anahí Dávila---Mariano Palacios---Daniel Adissi---Mercedes Hernández---Camila Valero---Edrian Ilusionista---Aura C. Cervantes---Jaime Tiktin---Elizabeth Guindi---Alberto Lomnitz---Tania Olhovich---Matilde Luna---Danara Álvarez---Menachem Gancz---Elvira Cohen---Frida Askenazi---Alberto Cohen---Karen Cherem---Orly Lasky---Alberto Ruzansky---Salomón Wollenstein---Karla Garrido---Fernando Bueno---Sergio Lozano---Emilio Falcón---Martín Saracho---Tamara Fascovich---Margarita Higuera---Jenn Díaz---Regina Barrera---Rossana Carolina Barrera---Mayela María Barrera",526,2.8,36,42,52,87,56,69,27,27,1,8,NA,65,405,2.0726000250385
"Hot Girls Wanted","Ronna Gradus",2015,84,"Porn, the internet and the girl next door.","A first-ever look at the realities of the professional “amateur” porn world and the steady stream of 18-to-19-year old girls entering into it.","","Yes","Unknown","Unknown","Pornography industry and its impact on young women","No","Stella May---Brian Omally---Ava Taylor---John Anthony---Kelly Silguero---Emeterio Silguero---Ava Kelly---Lucy Tyler---Brooklyn Daniels---Kendall Plemons---Tony D.---Levi Cash---Alli Rae---Dillion Carter---Carrie Brooks---Belle Knox---Alaina Kristar",41659,3,344,763,815,2613,3057,6529,3122,2460,323,514,2,2560,20540,1.92708464811438
"Colt 38 Special Squad","Massimo Dallamano",1976,103,"","The city of Turin is in the grip of a brutal crime boss known as “Il Marsigliese” and plenty of cops have good cause to want him dead — none more than Inspector Vanni, whose wife was murdered by the ruthless gangster. Having exhausted every other avenue, Vanni forms a crack squad of motorcycle-riding, Colt .38-toting elite officers, tasked with meting out justice on the margins of the law. But when “Il Marsigliese” launches a bombing campaign designed to extort a vast ransom from the city’s authorities, Vanni finds himself in a race against time to exact his revenge and avert disaster. ×","Crime---Drama---Action---Thriller","No","No","Yes","Vigilantism and police justice","No","Marcel Bozzuffi---Carole André---Ivan Rassimov---Riccardo Salvino---Giancarlo Bonuglia---Fabrizio Capucci---Francesco Ferracini---Daniele Gabbai---Antonio Marsina---Ezio Miani---Giancarlo Sisti---Franco Garofalo---Grace Jones---Augusta Di Vincenzi---Giuliana Melis---Roberto Messina---Margherita Horowitz---Francesco D'Adda---Ugo Ballester",1807,3.4,2,1,3,26,89,396,458,372,43,24,1,463,1414,1.52330033387116
"Operator 13","Richard Boleslawski",1934,82,"A TRICK OF FATE MADE THEM BOTH ENEMY AND LOVER.","American Civil War, 1862. After the disaster of the Second Battle of Bull Run, Major Allen, chief of the Secret Service of the Union, asks actress Gail Loveless to become one of his operators and infiltrate enemy territory.","Drama---Romance---War","Yes","Unknown","Yes","Race and espionage during the American Civil War","No","Marion Davies---Gary Cooper---Jean Parker---Katharine Alexander---Ted Healy---Russell Hardie---Henry Wadsworth---Douglass Dumbrille---Willard Robertson---Fuzzy Knight---Sidney Toler---Robert McWade---Marjorie Gateson---Wade Boteler---Walter Long---Donald Mills---Harry Mills---Herbert Mills---John Mills---Sam McDaniel---Francis McDonald---Reginald Barlow---Hattie McDaniel---Clarence Wilson---Franklin Parker---John Larkin---E. Alyn Warren---Etta Moten---Sterling Holloway---Curly Howard---Madame Sul-Te-Wan---Martin Turner",367,3,14,22,25,55,49,51,22,12,1,2,NA,28,253,1.99087815510377
"Piglet’s Big Movie","Francis Glebas",2003,79,"A tale you’ll never forget.","When the gang from the Hundred Acre Wood begin a honey harvest, young Piglet is excluded and told that he is too small to help. Feeling inferior, Piglet disappears and his pals Eeyore, Rabbit, Tigger, Roo and Winnie the Pooh must use Piglet’s scrapbook as a map to find him. In the process they discover that this very small animal has been a big hero in a lot of ways.","Family---Animation","No","No","Yes","Self-acceptance and friendship","No","John Fiedler---Jim Cummings---Nikita Hopkins---Ken Sansom---Peter Cullen---Kath Soucie---Andre Stojka---Tom Wheatley",63586,3.3,99,356,391,1900,2207,6956,3212,3529,596,2986,135,7155,22232,1.90276614533649
"Hero","Masayuki Suzuki",2015,120,"Hero is a man who looks the world straight.","Prosecutor Kohei Kuryu takes charge of a case with a foreign embassy possessing the key to solve the case. Due to the extraterritoriality involving the case, the investigation has not gone anywhere. A crisis then ensues. Kohei Kuryu and his office attempt to extract the truth behind the wall of the Neustrian Embassy.","Comedy---Romance---Crime---Drama","No","Unknown","No","Legal drama / Crime","No","Takuya Kimura---Keiko Kitagawa---Takako Matsu---Koichi Sato---Tetta Sugimoto---Gaku Hamada---Bokuzo Masana---Yoh Yoshida---Yutaka Matsushige---Norito Yashima---Fumiyo Kohinata---Takuzô Kadono---Koji Ohkura---Yoji Tanaka---Katsuya---Kanna Mori---Kazuya Kojima---Hirofumi Arai---Issey Ogata",435,3.3,1,4,3,15,21,80,43,38,10,16,NA,54,231,1.84369035630828
"How Funny (This Country Is)","Deddy Mizwar",2010,105,"","Three freshly graduated adults try to educate young beggars to become street vendors, but are opposed by their fathers.","Drama---Comedy","Yes","Unknown","No","Education and youth delinquency","No","Reza Rahadian---Deddy Mizwar---Slamet Rahardjo---Tika Bravani---Jaja Mihardja---Asrul Dahlan---Tio Pakusadewo---Sakurta Ginting---Rina Hasyim---Edwin Super Bedjo---Angga Putra Hendrawan---Sonia---Moh Irfan Siagian---Senandung Nacita---Robby Tumewu---Kunun Nugroho",665,3.5,0,1,1,14,27,95,98,132,28,45,5,122,441,1.74208136589023
"To Each His Own","Mitchell Leisen",1946,122,"A Great Picture! You’ll Thrill to Every Moment!","During World War I, small-town girl Josephine Norris has an illegitimate son by an itinerant pilot. After a scheme to adopt him ends up giving him to another family, she devotes her life to loving him from afar.","","Yes","No","Yes","Unwed motherhood and social stigma","No","Olivia de Havilland---John Lund---Mary Anderson---Roland Culver---Phillip Terry---Bill Goodwin---Virginia Welles---Victoria Horne---Griff Barnett---Billy Ward---Frank Faylen---Alma Macrorie---Chester Clute---Willard Robertson---Arthur Loft---Virginia Farmer---Ida Moore---Billy Gray---Gary Gray---Gigi Perreau---Gino Corrado---Julia Faye",2627,3.7,1,6,9,35,97,275,424,562,189,150,3,629,1748,1.74025599926126
"Tumko Na Bhool Paayenge","Pankaj Parashar",2002,160,"Expect the unexpected.","An amnesiac has no recollection of his ex-girlfriend, a policeman or an old friend.","Mystery---Drama---Action","No","No","No","No","No","Salman Khan---Sushmita Sen---Dia Mirza---Sharat Saxena---Inder Kumar---Nishigandha Wad---Mukesh Rishi---Rajpal Yadav---Aanjjan Srivastav---Pankaj Dheer---Alok Nath---Razak Khan---Johnny Lever---Arbaaz Khan",1058,3,22,39,39,88,76,118,39,27,3,10,NA,66,461,2.01619394544371
"Guerrilla","Nasiruddin Yousuff",2011,142,"A Movie of Liberation War","Bilkis Banu lost her husband Hasan on the night of 25th March 1971. She tries to forget him and concentrate on the urban guerrilla movements of Dhaka with Altaf Mahmud, Shahadat, Mrs Khan and many more. But when spies and the razakars inform them, most of their people get arrested and Bilkis has to run for her life, towards her village.","Drama---History---War","Yes","Unknown","No","Bangladesh Liberation War","No","Jaya Ahsan---Shampa Reza---Ahmed Rubel---A.T.M. Shamsuzzaman---Shatabdi Wadud---Pijush Bandyopaddhay---Ferdous Ahmed---Azad Abul Kalam---Kochi Khondokar---Apurbo Majumdar---S.M. Mohsin---Mostafa Monwar",410,3.5,1,4,1,4,11,40,47,73,24,16,2,74,221,1.77907867879064
"Free Zone","Amos Gitai",2005,90,"","Rebecca, an American who has been living in Jerusalem for a few months now, has just broken off her engagement. She gets into a cab driven by Hanna, an Israeli. But Hanna is on her way to Jordan, to the Free Zone, to pick up a large sum of money.","","Yes","No","Yes","Israeli-Palestinian conflict","No","Natalie Portman---Hana Laslo---Hiam Abbass---Carmen Maura---Makram J. Khoury---Aki Avni---Uri Klauzner---Liron Levo---Tomer Russo---Adnan Tarabshi---Shredi Jabarin",1455,3.2,16,26,32,125,165,248,116,63,22,23,1,134,836,1.93690698783286
"Buck Breaking","Tariq Nasheed",2021,115,"","Buck Breaking is a documentary film about the historic sexual exploitation of Black people globally. The film shows the correlation between the historic exploitation of Black men during slavery and the Jim Crow era, to the Buck Breaking tactics used today.","","No","No","No","Sexual exploitation and social conditions of Black men","No","Joe Brown---Corey Holcomb---Rizza Islam---Lord Jamar---Kaba Kamene---Tariq Nasheed---Jabari Osage---James Small---Bishop Talbert Swan---Phil Valentine",1596,2.3,611,164,21,31,18,25,16,25,9,184,12,236,1104,1.42422601145144
"Auguri professore","Riccardo Milani",1997,105,"This Christmas, school isn’t over","Professor Lipari teaches in a public school and is in a full-on existential crisis. He has no faith in himself and in the possibility of changing the world for the better. At school, a former student of his who is also a teacher will change his attitude.","Drama---Comedy","No","Unknown","Yes","Education crisis","No","Silvio Orlando---Claudia Pandolfi---Duilio Del Prete---Claudia Della Seta---Lorenzo Alessandri---Claudio Remondi---Lucio Allocca---Imma Piro---Gianni Ferreri---Alberto Patelli---Vittorio Viviani---Antonella Stefanucci---Flavio Pistilli---Emiliano Stamigna---Assia Abdelkalik---Luca Tronati---Valentina Esaltato---Ettore Franceschi---Federica Ricevuto---Daniele Penenni---Simone Romano---Chiara Frosi---Alessio De Rossi---Linda de Angelis---Monica Martino---Alessio Cuccia---Mara Marozzi---Fausto Battisti---Elena Ghezzi---Andrea Ottaviani---Giuliana Sesme---Federico Bastianini---Emanuela Chimetti---Stefano Cartago---Manuela Pompei---Alessio De Lio---Barbara Mattana---Enzo Buraglia---Vincenzo Facciuto---Gianluca Ruggiero---Chiara Milani---Antonio Di Stefano---Giampiero Lucarelli---Vincenzo Marucci---Ciro Daniele Fico---Salvatore Bianco---Maria Donnarumma---Lucio Aiello---Gino Simboli---Sergio Romano---Rosalba Ferretti---Marco Montecatino---Andrea Miele---Yuri Cotroneo---Eduardo Tartaglia---Natalia Gurgone---Restituta Cardone",382,3.4,2,3,2,18,23,77,55,34,3,4,NA,59,221,1.71569619013903
"My Father and My Son","Çağan Irmak",2005,112,"Give Him a Room Dad, He Has Nowhere to Go…","A left-wing journalist whose wife died while giving birth to his son during a military coup returns to his family’s farm. Estranged from his father for turning his back on the family and wasting his life with political activism instead, he tries to reconnect with him so that his son will have a place to live as his health is deteriorating due to the extensive torture he had to endure.","","No","No","Unknown","1980 Turkish military coup and its social impact","No","Fikret Kuşkan---Ege Tanman---Çetin Tekindor---Hümeyra---Şerif Sezer---Yetkin Dikinciler---Binnur Kaya---Mahmut Gökgöz---Nergis Çorakçı---Bilge Şen---Tuba Büyüküstün---Özge Özberk---Erdal Tosun---Halit Ergenç---Muzaffer Demirel---Ertuğrul Gündüz---Alaaddin Sakar---Sencar Sağdıç---Aytaç Özgür---Serdar Soybelli---Levent İntepe---Hayri Güler---Yakup Yavru",56915,3.9,105,144,148,567,773,2873,4086,8893,3805,9106,868,10651,30500,1.70963063432015
"Rapa Nui","Kevin Reynolds",1994,107,"","Inter-tribal rivalry leads to a competition to erect a huge statue (moai) in record time before Make can take part in the race to retrieve the egg of a Sooty Tern. The reward for winning this race is to rule the island for one year.","","No","No","No","Environmental destruction and cultural collapse","No","Jason Scott Lee---Esai Morales---Sandrine Holt---Eru Potaka-Dewes---Emilio Tuki Hito---Gordon Toi Hatfield---Frenxa Reuben---Hori Ahipene---Chiefy Elkington---Ruihana Rewa---George Henare---Rawiri Paratene---Pete Smith---Mario Gaoa---Cliff Curtis---Willie Davis---Lawrence Makoare---Nathaniel Lees---Grant McFarland---Wassie Shortland---Rena Owen---Anzac Wallace---Angela Gribben",2414,3.1,15,30,56,160,200,490,286,162,21,32,NA,243,1452,1.84566339454467
